11:33:15: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 48] Logger initialized
11:33:21: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by 90.0 degrees
11:33:22: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 10.429 m/s
11:33:22: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by 26.565051177077976 degrees
11:33:22: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 11.067 m/s
11:33:22: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by 45.0 degrees
11:33:23: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 11.625 m/s
11:33:23: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by 90.0 degrees
11:33:23: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 12.118 m/s
11:33:23: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by 45.0 degrees
11:33:24: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 12.556 m/s
11:33:24: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by 90.0 degrees
11:33:24: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 12.947 m/s
11:33:24: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by 135.0 degrees
11:33:25: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 13.300 m/s
11:33:25: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -26.565051177077976 degrees
11:33:25: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 13.619 m/s
11:33:25: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -45.0 degrees
11:33:26: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 13.909 m/s
11:33:26: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -90.0 degrees
11:33:26: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.174 m/s
11:33:26: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -45.0 degrees
11:33:27: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.417 m/s
11:33:27: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -90.0 degrees
11:33:27: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.640 m/s
11:33:27: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -135.0 degrees
11:33:28: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.846 m/s
11:33:28: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -63.43494882292201 degrees
11:33:28: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.037 m/s
11:33:28: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -90.0 degrees
11:33:29: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.214 m/s
11:33:29: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -116.56505117707798 degrees
11:33:29: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.379 m/s
11:33:29: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -45.0 degrees
11:33:30: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.533 m/s
11:33:30: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -63.43494882292201 degrees
11:33:30: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.677 m/s
11:33:30: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: CHANGING_YAW by -90.0 degrees
