11:43:06: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 48] Logger initialized
11:43:09: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 117] Decision: HOLDING_YAW (within tolerance)
11:43:10: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 3.250 m/s
11:43:10: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 63.434948822922024 degrees
11:43:10: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 5.111 m/s
11:43:10: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 90.0 degrees
11:43:11: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 6.600 m/s
11:43:11: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 116.56505117707798 degrees
11:43:11: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 7.818 m/s
11:43:11: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 45.0 degrees
11:43:12: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 8.833 m/s
11:43:12: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 63.434948822922024 degrees
11:43:12: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 9.692 m/s
11:43:12: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 90.0 degrees
11:43:13: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 10.429 m/s
11:43:13: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 26.565051177077976 degrees
11:43:13: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 11.067 m/s
11:43:13: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 45.0 degrees
11:43:14: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 11.625 m/s
11:43:14: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 90.0 degrees
11:43:14: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 12.118 m/s
11:43:14: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 45.0 degrees
11:43:15: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 12.556 m/s
11:43:15: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 90.0 degrees
11:43:15: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 12.947 m/s
11:43:15: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by 135.0 degrees
11:43:16: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 13.300 m/s
11:43:16: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -26.565051177077976 degrees
11:43:16: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 13.619 m/s
11:43:16: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -45.0 degrees
11:43:17: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 13.909 m/s
11:43:17: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -90.0 degrees
11:43:17: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.174 m/s
11:43:17: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -45.0 degrees
11:43:18: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.417 m/s
11:43:18: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -90.0 degrees
11:43:18: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.640 m/s
11:43:18: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -135.0 degrees
11:43:19: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 14.846 m/s
11:43:19: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -63.43494882292201 degrees
11:43:19: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.037 m/s
11:43:19: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -90.0 degrees
11:43:20: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.214 m/s
11:43:20: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -116.56505117707798 degrees
11:43:20: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.379 m/s
11:43:20: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -45.0 degrees
11:43:21: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.533 m/s
11:43:21: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -63.43494882292201 degrees
11:43:21: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command_worker.py | command_worker | 79] Average velocity so far: 15.677 m/s
11:43:21: [INFO] [/Users/Quaden/autonomy-bootcamp-2025-p2/modules/command/command.py | run | 101] Decision: CHANGING_YAW by -90.0 degrees
